"States","Regions","Latitude","Longitude","Dates","Power_Usage","Date_Converted"
"Chandigarh","NR","30.719997","76.780006","24/04/2019","3.50","2019-04-24"
"Chhattisgarh","WR","22.090420","82.159987","24/04/2019","81.90","2019-04-24"
"Gujarat","WR","22.258700","71.192400","24/04/2019","362.00","2019-04-24"
"MP","WR","21.300391","76.130019","24/04/2019","252.90","2019-04-24"
"Maharashtra","WR","19.250232","73.160175","24/04/2019","492.90","2019-04-24"
"Goa","WR","15.491997","73.818001","24/04/2019","11.10","2019-04-24"
"DNH","WR","20.266578","73.016618","24/04/2019","18.50","2019-04-24"
"Andhra Pradesh","SR","14.750429","78.570026","24/04/2019","200.70","2019-04-24"
"Telangana","SR","18.112400","79.019300","24/04/2019","254.00","2019-04-24"
"Karnataka","SR","12.570381","76.919997","24/04/2019","253.30","2019-04-24"
"Kerala","SR","8.900373","76.569993","24/04/2019","80.50","2019-04-24"
"Tamil Nadu","SR","12.920386","79.150042","24/04/2019","329.10","2019-04-24"
"Pondy","SR","11.934994","79.830000","24/04/2019","7.80","2019-04-24"
"Bihar","ER","25.785414","87.479973","24/04/2019","69.80","2019-04-24"
"Jharkhand","ER","23.800393","86.419986","24/04/2019","23.80","2019-04-24"
"Odisha","ER","19.820430","85.900017","24/04/2019","69.50","2019-04-24"
"West Bengal","ER","22.580390","88.329947","24/04/2019","119.90","2019-04-24"
"Sikkim","ER","27.333330","88.616648","24/04/2019","1.60","2019-04-24"
"Arunachal Pradesh","NER","27.100399","93.616601","24/04/2019","2.10","2019-04-24"
"Assam","NER","26.749981","94.216667","24/04/2019","22.70","2019-04-24"
"Manipur","NER","24.799971","93.950017","24/04/2019","2.60","2019-04-24"
"Meghalaya","NER","25.570492","91.880014","24/04/2019","5.80","2019-04-24"
"Mizoram","NER","23.710399","92.720015","24/04/2019","1.70","2019-04-24"
"Nagaland","NER","25.666998","94.116570","24/04/2019","2.20","2019-04-24"
"Tripura","NER","23.835404","91.279999","24/04/2019","3.50","2019-04-24"
"Punjab","NR","31.519974","75.980003","25/04/2019","96.90","2019-04-25"
"Haryana","NR","28.450006","77.019991","25/04/2019","108.00","2019-04-25"
"Rajasthan","NR","26.449999","74.639981","25/04/2019","236.00","2019-04-25"
"Delhi","NR","28.669993","77.230004","25/04/2019","60.30","2019-04-25"
"UP","NR","27.599981","78.050006","25/04/2019","247.30","2019-04-25"
"Uttarakhand","NR","30.320409","78.050006","25/04/2019","34.90","2019-04-25"
"HP","NR","31.100025","77.166597","25/04/2019","27.90","2019-04-25"
"J&K","NR","33.450000","76.240000","25/04/2019","42.70","2019-04-25"
"Chandigarh","NR","30.719997","76.780006","25/04/2019","3.50","2019-04-25"
"Chhattisgarh","WR","22.090420","82.159987","25/04/2019","83.70","2019-04-25"
"Gujarat","WR","22.258700","71.192400","25/04/2019","361.60","2019-04-25"
"MP","WR","21.300391","76.130019","25/04/2019","248.30","2019-04-25"
"Maharashtra","WR","19.250232","73.160175","25/04/2019","484.80","2019-04-25"
"Goa","WR","15.491997","73.818001","25/04/2019","11.60","2019-04-25"
"DNH","WR","20.266578","73.016618","25/04/2019","19.40","2019-04-25"
"Andhra Pradesh","SR","14.750429","78.570026","25/04/2019","200.80","2019-04-25"
"Telangana","SR","18.112400","79.019300","25/04/2019","255.90","2019-04-25"
"Karnataka","SR","12.570381","76.919997","25/04/2019","248.00","2019-04-25"
"Kerala","SR","8.900373","76.569993","25/04/2019","79.20","2019-04-25"
"Tamil Nadu","SR","12.920386","79.150042","25/04/2019","326.40","2019-04-25"
"Pondy","SR","11.934994","79.830000","25/04/2019","7.80","2019-04-25"
"Bihar","ER","25.785414","87.479973","25/04/2019","68.20","2019-04-25"
"Jharkhand","ER","23.800393","86.419986","25/04/2019","24.10","2019-04-25"
"Odisha","ER","19.820430","85.900017","25/04/2019","69.20","2019-04-25"
"West Bengal","ER","22.580390","88.329947","25/04/2019","120.50","2019-04-25"
"Sikkim","ER","27.333330","88.616648","25/04/2019","1.60","2019-04-25"
"Arunachal Pradesh","NER","27.100399","93.616601","25/04/2019","2.10","2019-04-25"
"Assam","NER","26.749981","94.216667","25/04/2019","23.10","2019-04-25"
"Manipur","NER","24.799971","93.950017","25/04/2019","2.70","2019-04-25"
"Meghalaya","NER","25.570492","91.880014","25/04/2019","5.90","2019-04-25"
"Mizoram","NER","23.710399","92.720015","25/04/2019","1.60","2019-04-25"
"Nagaland","NER","25.666998","94.116570","25/04/2019","2.20","2019-04-25"
"Tripura","NER","23.835404","91.279999","25/04/2019","3.40","2019-04-25"
"Punjab","NR","31.519974","75.980003","26/04/2019","97.80","2019-04-26"
"Haryana","NR","28.450006","77.019991","26/04/2019","94.50","2019-04-26"
"Rajasthan","NR","26.449999","74.639981","26/04/2019","230.10","2019-04-26"
"Delhi","NR","28.669993","77.230004","26/04/2019","57.90","2019-04-26"
"UP","NR","27.599981","78.050006","26/04/2019","215.80","2019-04-26"
"Uttarakhand","NR","30.320409","78.050006","26/04/2019","31.30","2019-04-26"
"HP","NR","31.100025","77.166597","26/04/2019","25.00","2019-04-26"
"J&K","NR","33.450000","76.240000","26/04/2019","46.30","2019-04-26"
"Chandigarh","NR","30.719997","76.780006","26/04/2019","3.40","2019-04-26"
"Chhattisgarh","WR","22.090420","82.159987","26/04/2019","85.10","2019-04-26"
"Gujarat","WR","22.258700","71.192400","26/04/2019","346.40","2019-04-26"
"MP","WR","21.300391","76.130019","26/04/2019","222.40","2019-04-26"
"Maharashtra","WR","19.250232","73.160175","26/04/2019","456.80","2019-04-26"
"Goa","WR","15.491997","73.818001","26/04/2019","11.60","2019-04-26"
"DNH","WR","20.266578","73.016618","26/04/2019","17.00","2019-04-26"
"Andhra Pradesh","SR","14.750429","78.570026","26/04/2019","194.00","2019-04-26"
"Telangana","SR","18.112400","79.019300","26/04/2019","247.70","2019-04-26"
"Karnataka","SR","12.570381","76.919997","26/04/2019","224.30","2019-04-26"
"Kerala","SR","8.900373","76.569993","26/04/2019","71.90","2019-04-26"
"Tamil Nadu","SR","12.920386","79.150042","26/04/2019","302.80","2019-04-26"
"Pondy","SR","11.934994","79.830000","26/04/2019","7.10","2019-04-26"
"Bihar","ER","25.785414","87.479973","26/04/2019","70.80","2019-04-26"
"Jharkhand","ER","23.800393","86.419986","26/04/2019","23.90","2019-04-26"
"Odisha","ER","19.820430","85.900017","26/04/2019","67.40","2019-04-26"
"West Bengal","ER","22.580390","88.329947","26/04/2019","111.10","2019-04-26"
"Sikkim","ER","27.333330","88.616648","26/04/2019","1.30","2019-04-26"
"Arunachal Pradesh","NER","27.100399","93.616601","26/04/2019","2.10","2019-04-26"
"Assam","NER","26.749981","94.216667","26/04/2019","21.10","2019-04-26"
"Manipur","NER","24.799971","93.950017","26/04/2019","2.60","2019-04-26"
"Meghalaya","NER","25.570492","91.880014","26/04/2019","5.50","2019-04-26"
"Mizoram","NER","23.710399","92.720015","26/04/2019","1.70","2019-04-26"
"Nagaland","NER","25.666998","94.116570","26/04/2019","2.10","2019-04-26"
"Tripura","NER","23.835404","91.279999","26/04/2019","3.40","2019-04-26"
"Punjab","NR","31.519974","75.980003","27/04/2019","112.80","2019-04-27"
"Haryana","NR","28.450006","77.019991","27/04/2019","125.50","2019-04-27"
"Rajasthan","NR","26.449999","74.639981","27/04/2019","232.50","2019-04-27"
"Delhi","NR","28.669993","77.230004","27/04/2019","74.20","2019-04-27"
"UP","NR","27.599981","78.050006","27/04/2019","280.70","2019-04-27"
"Uttarakhand","NR","30.320409","78.050006","27/04/2019","38.80","2019-04-27"
"HP","NR","31.100025","77.166597","27/04/2019","30.00","2019-04-27"
"J&K","NR","33.450000","76.240000","27/04/2019","50.80","2019-04-27"
"Chandigarh","NR","30.719997","76.780006","27/04/2019","4.40","2019-04-27"
"Chhattisgarh","WR","22.090420","82.159987","27/04/2019","78.00","2019-04-27"
"Gujarat","WR","22.258700","71.192400","27/04/2019","326.40","2019-04-27"
"MP","WR","21.300391","76.130019","27/04/2019","246.60","2019-04-27"
"Maharashtra","WR","19.250232","73.160175","27/04/2019","447.60","2019-04-27"
"Goa","WR","15.491997","73.818001","27/04/2019","12.90","2019-04-27"
"DNH","WR","20.266578","73.016618","27/04/2019","18.90","2019-04-27"
"Andhra Pradesh","SR","14.750429","78.570026","27/04/2019","166.10","2019-04-27"
"Telangana","SR","18.112400","79.019300","27/04/2019","218.60","2019-04-27"
"Karnataka","SR","12.570381","76.919997","27/04/2019","203.70","2019-04-27"
"Kerala","SR","8.900373","76.569993","27/04/2019","71.90","2019-04-27"
"Tamil Nadu","SR","12.920386","79.150042","27/04/2019","277.70","2019-04-27"
"Pondy","SR","11.934994","79.830000","27/04/2019","6.80","2019-04-27"
"Bihar","ER","25.785414","87.479973","27/04/2019","72.20","2019-04-27"
"Jharkhand","ER","23.800393","86.419986","27/04/2019","25.90","2019-04-27"
"Odisha","ER","19.820430","85.900017","27/04/2019","65.70","2019-04-27"
"West Bengal","ER","22.580390","88.329947","27/04/2019","106.80","2019-04-27"
"Sikkim","ER","27.333330","88.616648","27/04/2019","1.90","2019-04-27"
"Arunachal Pradesh","NER","27.100399","93.616601","27/04/2019","2.40","2019-04-27"
"Assam","NER","26.749981","94.216667","27/04/2019","22.80","2019-04-27"
"Manipur","NER","24.799971","93.950017","27/04/2019","2.50","2019-04-27"
"Meghalaya","NER","25.570492","91.880014","27/04/2019","6.00","2019-04-27"
"Mizoram","NER","23.710399","92.720015","27/04/2019","1.90","2019-04-27"
"Nagaland","NER","25.666998","94.116570","27/04/2019","2.10","2019-04-27"
"Tripura","NER","23.835404","91.279999","27/04/2019","3.30","2019-04-27"
"Punjab","NR","31.519974","75.980003","28/04/2019","118.60","2019-04-28"
"Haryana","NR","28.450006","77.019991","28/04/2019","131.10","2019-04-28"
"Rajasthan","NR","26.449999","74.639981","28/04/2019","232.80","2019-04-28"
"Delhi","NR","28.669993","77.230004","28/04/2019","76.90","2019-04-28"
"UP","NR","27.599981","78.050006","28/04/2019","276.60","2019-04-28"
"Uttarakhand","NR","30.320409","78.050006","28/04/2019","39.10","2019-04-28"
"HP","NR","31.100025","77.166597","28/04/2019","30.40","2019-04-28"
"J&K","NR","33.450000","76.240000","28/04/2019","51.40","2019-04-28"
"Chandigarh","NR","30.719997","76.780006","28/04/2019","4.50","2019-04-28"
"Chhattisgarh","WR","22.090420","82.159987","28/04/2019","78.20","2019-04-28"
"Gujarat","WR","22.258700","71.192400","28/04/2019","329.80","2019-04-28"
"MP","WR","21.300391","76.130019","28/04/2019","239.70","2019-04-28"
"Maharashtra","WR","19.250232","73.160175","28/04/2019","456.70","2019-04-28"
"Goa","WR","15.491997","73.818001","28/04/2019","13.10","2019-04-28"
"DNH","WR","20.266578","73.016618","28/04/2019","19.00","2019-04-28"
"Andhra Pradesh","SR","14.750429","78.570026","28/04/2019","167.70","2019-04-28"
"Telangana","SR","18.112400","79.019300","28/04/2019","223.40","2019-04-28"
"Karnataka","SR","12.570381","76.919997","28/04/2019","209.00","2019-04-28"
"Kerala","SR","8.900373","76.569993","28/04/2019","72.50","2019-04-28"
"Tamil Nadu","SR","12.920386","79.150042","28/04/2019","285.90","2019-04-28"
"Pondy","SR","11.934994","79.830000","28/04/2019","6.70","2019-04-28"
"Bihar","ER","25.785414","87.479973","28/04/2019","71.60","2019-04-28"
"Jharkhand","ER","23.800393","86.419986","28/04/2019","24.10","2019-04-28"
"Odisha","ER","19.820430","85.900017","28/04/2019","66.90","2019-04-28"
"West Bengal","ER","22.580390","88.329947","28/04/2019","111.80","2019-04-28"
"Sikkim","ER","27.333330","88.616648","28/04/2019","2.00","2019-04-28"
"Arunachal Pradesh","NER","27.100399","93.616601","28/04/2019","2.20","2019-04-28"
"Assam","NER","26.749981","94.216667","28/04/2019","21.70","2019-04-28"
"Manipur","NER","24.799971","93.950017","28/04/2019","2.70","2019-04-28"
"Meghalaya","NER","25.570492","91.880014","28/04/2019","6.00","2019-04-28"
"Mizoram","NER","23.710399","92.720015","28/04/2019","1.80","2019-04-28"
"Nagaland","NER","25.666998","94.116570","28/04/2019","2.20","2019-04-28"
"Tripura","NER","23.835404","91.279999","28/04/2019","3.50","2019-04-28"
"Punjab","NR","31.519974","75.980003","29/04/2019","121.20","2019-04-29"
"Haryana","NR","28.450006","77.019991","29/04/2019","132.10","2019-04-29"
"Rajasthan","NR","26.449999","74.639981","29/04/2019","235.60","2019-04-29"
"Delhi","NR","28.669993","77.230004","29/04/2019","76.90","2019-04-29"
"UP","NR","27.599981","78.050006","29/04/2019","277.30","2019-04-29"
"Uttarakhand","NR","30.320409","78.050006","29/04/2019","40.00","2019-04-29"
"HP","NR","31.100025","77.166597","29/04/2019","30.00","2019-04-29"
"J&K","NR","33.450000","76.240000","29/04/2019","52.50","2019-04-29"
"Chandigarh","NR","30.719997","76.780006","29/04/2019","4.50","2019-04-29"
"Chhattisgarh","WR","22.090420","82.159987","29/04/2019","78.60","2019-04-29"
"Gujarat","WR","22.258700","71.192400","29/04/2019","325.40","2019-04-29"
"MP","WR","21.300391","76.130019","29/04/2019","237.40","2019-04-29"
"Maharashtra","WR","19.250232","73.160175","29/04/2019","447.80","2019-04-29"
"Goa","WR","15.491997","73.818001","29/04/2019","10.90","2019-04-29"
"DNH","WR","20.266578","73.016618","29/04/2019","19.00","2019-04-29"
"Andhra Pradesh","SR","14.750429","78.570026","29/04/2019","164.50","2019-04-29"
"Telangana","SR","18.112400","79.019300","29/04/2019","225.70","2019-04-29"
"Karnataka","SR","12.570381","76.919997","29/04/2019","204.10","2019-04-29"
"Kerala","SR","8.900373","76.569993","29/04/2019","66.90","2019-04-29"
"Tamil Nadu","SR","12.920386","79.150042","29/04/2019","261.10","2019-04-29"
"Pondy","SR","11.934994","79.830000","29/04/2019","6.40","2019-04-29"
"Bihar","ER","25.785414","87.479973","29/04/2019","75.40","2019-04-29"
"Jharkhand","ER","23.800393","86.419986","29/04/2019","25.10","2019-04-29"
"Odisha","ER","19.820430","85.900017","29/04/2019","65.60","2019-04-29"
"West Bengal","ER","22.580390","88.329947","29/04/2019","110.30","2019-04-29"
"Sikkim","ER","27.333330","88.616648","29/04/2019","2.00","2019-04-29"
"Arunachal Pradesh","NER","27.100399","93.616601","29/04/2019","2.20","2019-04-29"
"Assam","NER","26.749981","94.216667","29/04/2019","22.50","2019-04-29"
"Manipur","NER","24.799971","93.950017","29/04/2019","2.70","2019-04-29"
"Meghalaya","NER","25.570492","91.880014","29/04/2019","6.40","2019-04-29"
"Mizoram","NER","23.710399","92.720015","29/04/2019","1.80","2019-04-29"
"Nagaland","NER","25.666998","94.116570","29/04/2019","2.20","2019-04-29"
"Tripura","NER","23.835404","91.279999","29/04/2019","3.70","2019-04-29"
"Punjab","NR","31.519974","75.980003","30/04/2019","123.30","2019-04-30"
"Haryana","NR","28.450006","77.019991","30/04/2019","134.50","2019-04-30"
"Rajasthan","NR","26.449999","74.639981","30/04/2019","232.70","2019-04-30"
"Delhi","NR","28.669993","77.230004","30/04/2019","79.20","2019-04-30"
"UP","NR","27.599981","78.050006","30/04/2019","293.20","2019-04-30"
"Uttarakhand","NR","30.320409","78.050006","30/04/2019","42.20","2019-04-30"
"HP","NR","31.100025","77.166597","30/04/2019","30.60","2019-04-30"
"J&K","NR","33.450000","76.240000","30/04/2019","52.40","2019-04-30"
"Chandigarh","NR","30.719997","76.780006","30/04/2019","4.90","2019-04-30"
"Chhattisgarh","WR","22.090420","82.159987","30/04/2019","74.50","2019-04-30"
"Gujarat","WR","22.258700","71.192400","30/04/2019","324.40","2019-04-30"
"MP","WR","21.300391","76.130019","30/04/2019","242.80","2019-04-30"
"Maharashtra","WR","19.250232","73.160175","30/04/2019","427.80","2019-04-30"
"Goa","WR","15.491997","73.818001","30/04/2019","13.10","2019-04-30"
"DNH","WR","20.266578","73.016618","30/04/2019","18.90","2019-04-30"
"Andhra Pradesh","SR","14.750429","78.570026","30/04/2019","168.20","2019-04-30"
"Telangana","SR","18.112400","79.019300","30/04/2019","222.70","2019-04-30"
"Karnataka","SR","12.570381","76.919997","30/04/2019","207.20","2019-04-30"
"Kerala","SR","8.900373","76.569993","30/04/2019","72.70","2019-04-30"
"Tamil Nadu","SR","12.920386","79.150042","30/04/2019","272.40","2019-04-30"
"Pondy","SR","11.934994","79.830000","30/04/2019","6.80","2019-04-30"
"Bihar","ER","25.785414","87.479973","30/04/2019","75.20","2019-04-30"
"Jharkhand","ER","23.800393","86.419986","30/04/2019","24.00","2019-04-30"
"Odisha","ER","19.820430","85.900017","30/04/2019","65.30","2019-04-30"
"West Bengal","ER","22.580390","88.329947","30/04/2019","109.60","2019-04-30"
"Sikkim","ER","27.333330","88.616648","30/04/2019","2.20","2019-04-30"
"Arunachal Pradesh","NER","27.100399","93.616601","30/04/2019","2.20","2019-04-30"
"Assam","NER","26.749981","94.216667","30/04/2019","22.40","2019-04-30"
"Manipur","NER","24.799971","93.950017","30/04/2019","2.60","2019-04-30"
"Meghalaya","NER","25.570492","91.880014","30/04/2019","6.30","2019-04-30"
"Mizoram","NER","23.710399","92.720015","30/04/2019","1.90","2019-04-30"
"Nagaland","NER","25.666998","94.116570","30/04/2019","2.30","2019-04-30"
"Tripura","NER","23.835404","91.279999","30/04/2019","3.80","2019-04-30"
"Punjab","NR","31.519974","75.980003","02/05/2019","120.90","2019-05-02"
"Haryana","NR","28.450006","77.019991","02/05/2019","133.60","2019-05-02"
"Rajasthan","NR","26.449999","74.639981","02/05/2019","235.00","2019-05-02"
"Delhi","NR","28.669993","77.230004","02/05/2019","82.00","2019-05-02"
"UP","NR","27.599981","78.050006","02/05/2019","304.80","2019-05-02"
"Uttarakhand","NR","30.320409","78.050006","02/05/2019","41.40","2019-05-02"
"HP","NR","31.100025","77.166597","02/05/2019","30.40","2019-05-02"
"J&K","NR","33.450000","76.240000","02/05/2019","52.50","2019-05-02"
"Chandigarh","NR","30.719997","76.780006","02/05/2019","4.90","2019-05-02"
"Chhattisgarh","WR","22.090420","82.159987","02/05/2019","75.30","2019-05-02"
"Gujarat","WR","22.258700","71.192400","02/05/2019","320.90","2019-05-02"
"MP","WR","21.300391","76.130019","02/05/2019","245.10","2019-05-02"
"Maharashtra","WR","19.250232","73.160175","02/05/2019","428.50","2019-05-02"
"Goa","WR","15.491997","73.818001","02/05/2019","13.50","2019-05-02"
"DNH","WR","20.266578","73.016618","02/05/2019","18.70","2019-05-02"
"Andhra Pradesh","SR","14.750429","78.570026","02/05/2019","172.60","2019-05-02"
"Telangana","SR","18.112400","79.019300","02/05/2019","225.70","2019-05-02"
"Karnataka","SR","12.570381","76.919997","02/05/2019","211.60","2019-05-02"
"Kerala","SR","8.900373","76.569993","02/05/2019","74.40","2019-05-02"
"Tamil Nadu","SR","12.920386","79.150042","02/05/2019","271.40","2019-05-02"
"Pondy","SR","11.934994","79.830000","02/05/2019","6.80","2019-05-02"
"Bihar","ER","25.785414","87.479973","02/05/2019","77.70","2019-05-02"
"Jharkhand","ER","23.800393","86.419986","02/05/2019","25.10","2019-05-02"
"Odisha","ER","19.820430","85.900017","02/05/2019","66.20","2019-05-02"
"West Bengal","ER","22.580390","88.329947","02/05/2019","107.00","2019-05-02"
"Sikkim","ER","27.333330","88.616648","02/05/2019","2.10","2019-05-02"
"Arunachal Pradesh","NER","27.100399","93.616601","02/05/2019","2.30","2019-05-02"
"Assam","NER","26.749981","94.216667","02/05/2019","22.80","2019-05-02"
"Manipur","NER","24.799971","93.950017","02/05/2019","2.70","2019-05-02"
